"Details","Record ID","Ticket Number","Building","Return Site","Repair Type","Serial Number","Repair Device","Asset Tag","Internal Technician Name","Student Name","Repair Status","In House Status","Warranty Status","Created By","Last Modified Date"
"","52129","V0052129","Building Two","","In-House","VIVATEST20Test","VT Chromebook","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","Dream","03-19-2024 18:35:50"
"","52126","V0052126","Dream Building","","In-House","VIVATEST119Test","VT Chromebook","""0HOpc*q<x","Akash","","Waiting_on_Repair_Approval","Part_Queue","","Dream","03-19-2024 18:33:53"
"","50979","V0050979","","","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","03-16-2024 01:30:56"
"","51816","V0051816","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Akash","","Part_Queue","Part_Queue","","Conan Malady","03-16-2024 01:24:29"
"","51232","V0051232","","GVL2","In-House","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Waiting_on_Repair_Approval","Part_Queue","Non_Warranty","","03-13-2024 20:40:09"
"","51213","V0051213","","","In-House","VIVATEST9Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Jason Emricson","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","03-13-2024 20:00:07"
"","51036","V0051036","Greenville Warehouse","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Sohan Saini","","Intake","Intake","","Dream","03-12-2024 19:54:48"
"","50970","V0050970","","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Closed","Complete","","Conan Malady","03-11-2024 22:21:01"
"","50619","V0050619","Remote Cloud Campus","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Nancy Stewart","","Closed","Complete","","Conan Malady","03-11-2024 22:20:26"
"","50469","V0050469","","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","test name","","Closed","Complete","","Conan Malady","03-11-2024 22:20:16"
"","50460","V0050460","Remote Cloud Campus","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Closed","Complete","","Conan Malady","03-11-2024 22:20:07"
"","50456","V0050456","South Point Elementary_","","In-House","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","Nancy Stewart","","Closed","Complete","","Dream","03-11-2024 22:19:59"
"","50454","V0050454","Remote Cloud Campus","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Closed","Complete","","Conan Malady","03-11-2024 22:19:50"
"","50451","V0050451","","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Nancy Stewart","","Closed","Complete","","Conan Malady","03-11-2024 22:19:41"
"","50446","V0050446","Remote Cloud Campus","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Closed","Complete","","Conan Malady","03-11-2024 22:19:32"
"","50443","V0050443","Remote Cloud Campus","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Closed","Complete","","Conan Malady","03-11-2024 22:19:24"
"","50440","V0050440","Remote Cloud Campus","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Closed","Complete","","Conan Malady","03-11-2024 22:19:14"
"","50405","V0050405","Remote Cloud Campus","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Closed","Complete","","Conan Malady","03-11-2024 22:18:56"
"","50397","V0050397","","","In-House","1100907Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","12365","Akash","","Closed","Complete","","Conan Malady","03-11-2024 22:18:47"
"","49935","V0049935","Remote Cloud Campus","","In-House","VIVATEST41Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Closed","Complete","","Conan Malady","03-11-2024 22:18:21"
"","49782","V0049782","Remote Cloud Campus","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Dream","","Closed","Complete","","Conan Malady","03-11-2024 22:17:54"
"","49730","V0049730","","","In-House","VIVATEST67Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Closed","Complete","","Dream","03-11-2024 22:17:45"
"","49711","V0049711","Building One","","In-House","5CD83049TGTest","HP Chromebook 11 G6 EE - Intel/4GB/16GB - Touch","4813932","Jason Emricson","","Closed","Complete","","Jeff Metz","03-11-2024 22:17:25"
"","49696","V0049696","GVL","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Closed","Complete","","Conan Malady","03-11-2024 22:17:16"
"","49571","V0049571","GVL","","In-House","VIVATEST10Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Jason Emricson","","Closed","Complete","","Conan Malady","03-11-2024 22:17:06"
"","49284","V0049284","Remote Cloud Campus","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Closed","Complete","","Conan Malady","03-11-2024 22:16:31"
"","49097","V0049097","JFK Junior High","","In-House","VIVATEST10Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Closed","Complete","","Dream","03-11-2024 22:16:14"
"","49074","V0049074","Remote Cloud Campus","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Closed","Complete","","Conan Malady","03-11-2024 22:16:06"
"","49078","V0049078","","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Closed","Complete","","","03-11-2024 22:15:57"
"","48239","V0048239","GVL","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Closed","Complete","","Conan Malady","03-11-2024 22:13:02"
"","46823","V0046823","GVL","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Maleja DB test","","Closed","Complete","","Conan Malady","03-11-2024 22:11:23"
"","46528","V0046528","JFK Junior High","","In-House","VIVATEST86Test","VT Chromebook","Asset","Main_Street","","Closed","Complete","","Dream","03-11-2024 22:10:08"
"","46493","V0046493","123 TestMalejawjqnejqe","","In-House","856324gzTest","VT Chromebook","test123","Jesus Del Barrio Sanchez","","Closed","Complete","","Dream","03-11-2024 22:09:48"
"","45539","V0045539","Humphrey High","","In-House","VIVATEST46Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Gerald Nolt","","Closed","Complete","","Conan Malady","03-11-2024 22:08:32"
"","42822","V0042822","GVL","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Maleja DB test","","Closed","Complete","","Dream","03-11-2024 22:05:24"
"","42825","V0042825","GVL","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Maleja DB test","","Closed","Complete","","Dream","03-11-2024 22:05:14"
"","42823","V0042823","GVL","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Maleja DB test","","Closed","Complete","","Dream","03-11-2024 22:05:05"
"","42824","V0042824","GVL","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Maleja DB test","","Closed","Complete","","Dream","03-11-2024 22:04:55"
"","42339","V0042339","","","In-House","VIVATEST86Test","VT Chromebook","Asset","Bria Test","","Closed","Complete","","Jeff Metz","03-11-2024 22:04:46"
"","41352","V0041352","","","In-House","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Alejandra123 Duque","","Closed","Complete","","Conan Malady","03-11-2024 22:04:37"
"","40684","V0040684","Remote Cloud Campus","","In-House","VIVATEST63Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Closed","Complete","","Conan Malady","03-11-2024 22:04:28"
"","40602","V0040602","GVL","","In-House","8675309223344","HP Chromebook 11 G8 EE - Intel/4GB/32GB - Non-Touch","8675309223344","","","Closed","Complete","","Conan Malady","03-11-2024 22:04:10"
"","39696","V0039696","","","In-House","VIVATEST27Test","VT Chromebook","1","Alejandra123 Duque","","Closed","Complete","","Dream","03-11-2024 22:04:01"
"","39254","V0039254","","","In-House","VIVATEST12Test","VT Chromebook","","Alejandra123 Duque","","Closed","Complete","","Dream","03-11-2024 22:03:42"
"","39242","V0039242","Thompson High School","","In-House","VIVATEST12Test","VT Chromebook","","Maleja123","","Closed","Complete","","Dream","03-11-2024 22:03:14"
"","39241","V0039241","GVL2","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Alejandra123 Duque","","Closed","Complete","","Dream","03-11-2024 22:03:04"
"","37192","V0037192","GVL","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Test Account creation","","Closed","Complete","","fx","03-11-2024 22:02:54"
"","37191","V0037191","Adams Elementary","","In-House","VIVATEST22Test","VT Chromebook","123","test","","Closed","Complete","","fx","03-11-2024 22:02:44"
"","31381","VAL2023111010292313","","","In-House","VIVATEST22Test","VT Chromebook","123","David Lukaskiewicz","","Closed","Complete","","Megan","03-11-2024 22:02:33"
"","28672","VAL2023110809443440","Thompson High School","","In-House","VIVATEST22Test","VT Chromebook","123","Test Account creation","","Closed","Complete","","Megan","03-11-2024 22:02:23"
"","26556","VAL2023110611324795","","","In-House","12091921","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","1212121","Dream","","Closed","Complete","","Megan","03-11-2024 22:02:15"
"","6674","VAL2023092815255831","","","In-House","VIVATEST22Test","VT Chromebook","123","test","","Closed","Complete","","Dream","03-11-2024 22:01:08"
"","6653","VAL2023092711515755","","","In-House","TEST085","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","me77","test","","Closed","Complete","","Dream","03-11-2024 22:00:39"
"","6642","VAL2023092709322998","","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","test","","Closed","Complete","","Conan Malady","03-11-2024 22:00:31"
"","42826","V0042826","","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Maleja DB test","","Closed","Complete","","Dream","03-11-2024 20:44:16"
"","49073","V0049073","","GVL2","In-House","856324gzTest","VT Chromebook","test123","","","Pending_Repair_Box","Part_Queue","Non_Warranty","","02-29-2024 23:31:03"
"","42821","V0042821","GVL","","In-House","856324gzTest","VT Chromebook","test123","Maleja DB test","","Intake","Intake","","Dream","01-26-2024 01:14:40"
"","39238","V0039238","Building One","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Alejandra123 Duque","","Intake","Intake","","Dream","12-15-2023 05:43:28"
"","39237","V0039237","GVL","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Alejandra123 Duque","","Intake","Intake","","Dream","12-15-2023 04:53:31"
"","39236","V0039236","Building One","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","test","","Intake","Intake","","Dream","12-15-2023 04:51:42"
"","39234","V0039234","Humphrey High","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Alejandra123 Duque","","Intake","Intake","","Dream","12-15-2023 03:54:18"
"","39175","V0039175","Nelson Cheese and Deli","","In-House","VIVATEST97Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Alejandra123 Duque","","Intake","Intake","","Dream","12-14-2023 04:05:04"
"","39004","V0039004","Building Two","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Alejandra123 Duque","","Intake","Intake","","Dream","12-13-2023 05:11:20"
"","39003","V0039003","Building One","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Maleja123","","Intake","Intake","","Dream","12-13-2023 04:05:18"
"","39002","V0039002","GVL","","In-House","VIVATEST26Test","VT Chromebook","12345612345612","","","Intake","Intake","","Conan Malady","12-13-2023 03:05:59"
"","39001","V0039001","GVL","","In-House","VIVATEST26Test","VT Chromebook","12345612345612","Maleja123","","Intake","Intake","","Conan Malady","12-13-2023 03:05:06"
"","39000","V0039000","GVL","","In-House","VIVATEST12Test","VT Chromebook","","Maleja123","","Intake","Intake","","Conan Malady","12-13-2023 03:04:01"
"","38999","V0038999","GVL","","In-House","VIVATEST47Test","VT Chromebook","","","","Intake","Intake","","Conan Malady","12-13-2023 03:01:23"
"","38998","V0038998","GVL","","In-House","VIVATEST27Test","VT Chromebook","1","Maleja123","","Intake","Intake","","Conan Malady","12-13-2023 03:00:41"
"","38997","V0038997","GVL","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","","","Intake","Intake","","Conan Malady","12-13-2023 02:54:09"
"","38978","V0038978","","","In-House","VIVATEST97Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Abby Erickson","","Complete","Complete","","Conan Malady","12-12-2023 23:02:13"
"","38977","V0038977","GVL","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","","","Intake","Intake","","Conan Malady","12-12-2023 22:58:21"
"","38976","V0038976","GVL","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Maleja123","","Intake","Intake","","Conan Malady","12-12-2023 22:57:31"
"","37552","V0037552","GVL","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","Maleja Duque","","Intake","Intake","","Conan Malady","12-04-2023 23:17:53"
"","22582","VAL2023102614501218","","","In-House","1234","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","werwer","Test Akash","","Complete","Complete","","Dream","12-01-2023 01:55:41"
"","28669","VAL2023110811120170","","GVL","In-House","VIVATEST72Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Pending_Repair_Box","Part_Queue","Non_Warranty","demo_adminsuper@vivacitytech.com","11-08-2023 11:12:15"
"","24244","VAL2023110214061487","","","In-House","VIVATEST145Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","3F[v3}&)`F","Maleja Duque","","Intake","Intake","","Dream","11-03-2023 21:37:26"
"","24242","VAL2023110213040086","","","In-House","VIVATEST172Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","aoO>4<qK5?","Maleja Duque","","Repair","Repair","","Dream","11-02-2023 22:44:04"
"","22546","VAL2023102413483790","","","In-House","VIVATEST149Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","HvST&O$ERw","","","Complete","Complete","","Dream","10-30-2023 17:06:28"
"","6706","VAL2023100310184773","","","In-House","VIVATEST179Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","Fe09u^F1OU","test","","Repair","Repair","","Dream","10-16-2023 20:20:26"
"","13184","VAL2023100608534555","","","In-House","VIVATEST121Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","WG@EJ]oU(6","demo admin sd","","Repair","Repair","","Dream","10-12-2023 00:26:57"
"","19652","VAL202310090939029","Remote Cloud Campus","GVL2","In-House","VIVATEST122Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","YF_[4:nQaF","","","Pending_Repair_Box","Part_Queue","Non_Warranty","Conan Malady","10-09-2023 20:09:03"
"","19651","VAL2023100917093241","","GVL","In-House","VIVATEST144Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","tq'u%67lK_","","","Pending_Repair_Box","Part_Queue","Non_Warranty","Dream","10-09-2023 17:08:52"
"","13173","VAL2023100612272430","SAMPLE 1","SAMPLE 1","In-House","TEST089","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","me78","","","Pending_Repair_Box","Part_Queue","Non_Warranty","Dream","10-06-2023 12:27:25"
"","13172","VAL2023100611565034","","SAMPLE 1","In-House","1234AC","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","673TY","","","Pending_Repair_Box","Part_Queue","Non_Warranty","Dream","10-06-2023 11:56:51"
"","6723","VAL2023100313060839","","","In-House","VIVATEST108Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","[8h^,YschB","demo admin sd","","Repair","Repair","","Dream","10-06-2023 05:30:00"
"","6705","VAL2023100308303962","","","In-House","VIVATEST177Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","xK.Uu1%lW[","demo admin sd","","Intake","Intake","","Dream","10-03-2023 14:00:39"
"","6704","VAL2023100308175028","","","In-House","VIVATEST176Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch",">&?#ZQxy8%","demo admin sd","","Intake","Intake","","Dream","10-03-2023 13:47:50"
"","6676","VAL2023092909584378","","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","test","","Complete","Complete","","Dream","10-02-2023 05:30:00"
"","6679","VAL2023092913501364","","","In-House","VIVATEST49Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","test","","Closed","Complete","","Dream","09-30-2023 00:20:13"
"","6652","VAL2023092710430140","","","In-House","1100901Test","VT Chromebook","12333","test","","Quality_Assurance","Quality_Assurance","","Conan Malady","09-27-2023 21:15:01"
"","6643","VAL2023092709330433","","","In-House","VIVATEST20Test","VT Chromebook","","test","","Repair","Repair","","Conan Malady","09-27-2023 21:08:52"
"","1620","VAL2023092512464020","","","In-House","VIVATEST98Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Repair","Repair","","Dream","09-27-2023 05:30:00"
"","6655","VAL2023092711554418","","","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","test","","In_Transit","Part_Queue","","Dream","09-27-2023 05:30:00"
"","1519","VAL2023092009144315","","","In-House","VIVATEST42Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Dream","","In_Transit","Part_Queue","","Conan Malady","09-21-2023 05:30:00"
"","1493","VAL2023091408554666","","","In-House","VIVATEST44Test","VT Chromebook","","Ben Erickson","","Complete","Intake","","Conan Malady","09-14-2023 19:25:46"
"","1470","VAL2023091109224325","","","In-House","1244Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","132","Ben Erickson","","Complete","Intake","","Conan Malady","09-11-2023 19:52:44"
"","1468","VAL202309110915324","","","In-House","VIVATEST41Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","TesterRT","","Complete","Intake","","Dream","09-11-2023 14:45:32"
"","1460","VAL2023090819451637","","","In-House","VIVATEST74Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","TesterRT","","Complete","Intake","","Dream","09-09-2023 05:15:17"
"","1413","VAL2023082811581976","","","In-House","P206XP1336Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","mXdwJ\^_Pp","Manidipa Das","","In_Transit","Part_Queue","","Dream","09-08-2023 05:30:00"
"","1449","VAL2023090715534851","","","In-House","VIVATEST85Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","6767","Ben Erickson","","Complete","Intake","","Dream","09-08-2023 01:23:48"
"","1448","VAL2023090715512167","","","In-House","VIVATEST34Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Ben Erickson","","Complete","Intake","","Dream","09-08-2023 01:21:22"
"","1447","VAL2023090715493539","","","In-House","VIVATEST76Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","test10231","Ben Erickson","","Complete","Intake","","Dream","09-08-2023 01:19:36"
"","1446","VAL2023090715413223","","","In-House","VIVATEST64Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","24","Md Raja","","Complete","Intake","","Dream","09-08-2023 01:11:33"
"","1451","VAL2023090715464039","","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","UI TEST delete","","Complete","Intake","","Dream","09-07-2023 21:16:40"
"","1444","VAL2023090713314396","","","In-House","VIVATEST54Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","aaassee","Ben Erickson","","Complete","Intake","","Dream","09-07-2023 19:01:43"
"","1443","VAL2023090713235083","","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","UI TEST delete","","Complete","Intake","","Dream","09-07-2023 18:53:50"
"","1442","VAL2023090713204310","","","In-House","VIVATEST13Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","432786","UI TEST delete","","Complete","Intake","","Dream","09-07-2023 18:50:43"
"","1405","VAL2023082521005256","","","In-House","P206P15Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","B`*q!LT3{)","jlondon","","Quality_Assurance","Quality_Assurance","","Dream","09-06-2023 23:44:00"
"","1435","VAL2023083108245736","","","In-House","VIVATEST25Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Dream","","Complete","Intake","","Dream","09-05-2023 05:30:00"
"","1407","VAL2023082510340738","","","In-House","P206XP42Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","KFr:C@N+l*","Manidipa Das","","In_Transit","Part_Queue","","Dream","08-31-2023 05:30:00"
"","1411","VAL2023082515355272","","","In-House","P206P101Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","DP8j_mY\o""","Nathan","","Complete","Complete","","Conan Malady","08-29-2023 23:55:32"
"","1415","VAL2023082811452678","","","In-House","VIVATEST2Test","VT Chromebook","VivaTEST2Test","demo_repairtech@vivacitytech.com","","Complete","Intake","","Dream","08-29-2023 23:55:02"
"","1416","VAL2023082811463436","","","In-House","VIVATEST10Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","UI TEST delete","","Complete","Intake","","Dream","08-29-2023 23:55:02"
"","1404","VAL2023082518092811","","","In-House","P206P16Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","@zc`T'gBp@","Demo Test","","Complete","Complete","","Dream","08-29-2023 05:30:00"
"","1393","VAL2023082416100291","","","In-House","1100907Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","12365","TesterRT","","Complete","Intake","","Dream","08-24-2023 21:40:02"
"","6700","VAL2023100214301140","","","In-House","867530910223","Acer Chromebook 11 N7 C731T-C42N - Intel/4GB/16GB - Touch","867530910223","Dream","","Repair","Repair","","Dream","01-20-1202 05:53:28"
